"","Site1","Site2","Treatment","Block","PointID","Observer","Date","Year1","Year2","TimeofSurvey","Noise","Sky","Wind","Species","Time1","Time2","Time3","Time4","Time5","Distance","Sex","Detection"
"699","LC","LC1","10020","ROW1","B","JJ","5/10/2016",2016,0,835,NA,2,0,"RBWO",1,0,0,0,0,"25-50","U","C"
"700","LC","LC1","10020","ROW1","B","JJ","5/10/2016",2016,0,835,NA,2,0,"BTNW",1,1,1,1,1,"0-25","M","S/V"
"701","LC","LC1","10020","ROW1","B","JJ","5/10/2016",2016,0,835,NA,2,0,"EATO",0,1,1,1,1,"25-50","M","S"
"702","LC","LC1","10020","ROW1","B","JJ","5/10/2016",2016,0,835,NA,2,0,"CSWA",0,0,1,1,1,"25-50","M","S"
"703","LC","LC1","10020","ROW1","B","JJ","5/10/2016",2016,0,835,NA,2,0,"BTBW",0,0,0,1,1,"25-50","M","S"
"704","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"OVEN",1,1,1,1,1,"25-50","M","S"
"705","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"EATO",1,0,0,0,0,"50-75","M","S"
"706","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"OVEN",1,1,1,1,1,"25-50","M","S"
"707","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"OVEN",1,1,1,1,1,"25-50","M","S"
"708","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"OVEN",1,1,1,1,1,"25-50","M","S"
"709","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"YTVI",1,1,0,1,1,"0-25","M","S"
"710","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"AMCR",1,1,1,1,0,"75-100","U","C"
"711","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"YTVI",1,1,1,1,1,"0-25","M","S"
"712","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"BTNW",1,1,1,1,1,"0-25","M","S"
"713","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"BTNW",1,1,1,1,1,"0-25","M","S"
"714","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"OVEN",0,1,0,1,1,"50-75","M","S"
"715","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"BTNW",0,1,1,1,1,"0-25","M","S"
"716","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"BTBW",0,0,0,1,1,"25-50","M","S"
"717","LC","LC6","HS","REGEN4",NA,"JJ","5/10/2016",2016,0,709,NA,2,0,"BLJA",0,0,0,1,1,"50-75","U","C"
"718","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"BTBW",1,1,0,0,0,"0-25","M","S"
"719","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"WOTH",1,1,1,1,1,"25-50","M","S"
"720","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"WOTH",1,1,1,1,1,"50-75","M","S"
"721","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"YTVI",1,1,1,1,0,"0-25","M","S"
"722","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"OVEN",1,1,1,1,1,"25-50","M","S"
"723","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"OVEN",1,1,1,1,1,"0-25","M","S"
"724","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"OVEN",1,1,1,1,1,"25-50","M","S"
"725","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"YTVI",1,0,1,0,1,"0-25","M","S"
"726","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"BTBW",1,1,0,0,0,"25-50","M","S"
"727","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"YTVI",0,1,1,1,1,"25-50","M","S"
"728","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"BTNW",0,1,1,0,1,"0-25","M","S"
"729","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"BTNW",0,1,1,0,1,"25-50","M","S"
"730","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"BTBW",0,0,1,0,0,"25-50","M","S"
"731","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"OVEN",0,1,1,1,1,"25-50","M","S"
"732","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"WOTH",0,0,1,1,1,"25-50","M","S"
"733","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"YBSA",0,0,0,0,1,"50-75","U","C"
"734","LC","LC1","10020","ROW1","A","JJ","5/10/2016",2016,0,854,NA,2,1,"BTNW",0,0,0,1,1,"0-25","M","S"
"735","LC","LC2","15060","ROW2","B","EM","5/16/2016",2016,0,753,NA,1,1,"DEJU",1,0,1,0,1,"0-25","U","C"
"736","LC","LC2","15060","ROW2","B","EM","5/16/2016",2016,0,753,NA,1,1,"BTNW",1,1,0,0,1,"50-75","M","S"
"737","LC","LC2","15060","ROW2","B","EM","5/16/2016",2016,0,753,NA,1,1,"BHVI",1,1,1,1,1,"50-75","M","S/V"
"738","LC","LC2","15060","ROW2","B","EM","5/16/2016",2016,0,753,NA,1,1,"BTNW",0,1,1,1,1,"75-100","M","S"
"739","LC","LC2","15060","ROW2","B","EM","5/16/2016",2016,0,753,NA,1,1,"BCCH",0,0,0,1,1,"0-25","U","V"
"740","LC","LC2","15060","ROW2","B","EM","5/16/2016",2016,0,753,NA,1,1,"BLJA",0,0,0,0,1,">100","U","C"
"741","LC","LC2","5060","ROW2","A","EM","5/16/2016",2016,0,735,NA,1,1,"AMCR",1,0,0,0,0,"50-75","U","C"
"742","LC","LC2","5060","ROW2","A","EM","5/16/2016",2016,0,735,NA,1,1,"CORA",1,0,0,0,0,">100","U","C"
"743","LC","LC2","5060","ROW2","A","EM","5/16/2016",2016,0,735,NA,1,1,"BTNW",1,1,0,0,0,"75-100","M","S"
"744","LC","LC2","5060","ROW2","B","EM","5/16/2016",2016,0,721,NA,1,1,"BTNW",1,1,1,0,0,"75-100","M","S"
"745","LC","LC2","5060","ROW2","B","EM","5/16/2016",2016,0,721,NA,1,1,"DEJU",1,1,0,0,0,"0-25","U","C"
"746","LC","LC2","5060","ROW2","B","EM","5/16/2016",2016,0,721,NA,1,1,"DEJU",1,1,0,0,0,"0-25","U","C"
"747","LC","LC2","5060","ROW2","B","EM","5/16/2016",2016,0,721,NA,1,1,"OVEN",0,0,1,0,1,"50-75","M","S"
"748","LC","LC2","5060","ROW2","B","EM","5/16/2016",2016,0,721,NA,1,1,"BTNW",0,0,1,1,1,"25-50","M","S"
"749","LC","LC2","5060","ROW2","B","EM","5/16/2016",2016,0,721,NA,1,1,"AMGO",0,0,0,1,0,">100","M","S"
"750","LC","LC2","CtlRw","ROW2","A","EM","5/16/2016",2016,0,701,NA,1,0,"DEJU",1,1,1,0,0,"0-25","M","V"
"751","LC","LC2","CtlRw","ROW2","A","EM","5/16/2016",2016,0,701,NA,1,0,"EATO",1,0,0,1,0,"75-100","M","S"
"752","LC","LC2","CtlRw","ROW2","A","EM","5/16/2016",2016,0,701,NA,1,0,"BTNW",1,0,0,0,0,"50-75","M","S"
"753","LC","LC2","CtlRw","ROW2","A","EM","5/16/2016",2016,0,701,NA,1,0,"YTVI",1,0,1,1,0,">100","M","S"
"754","LC","LC2","CtlRw","ROW2","A","EM","5/16/2016",2016,0,701,NA,1,0,"OVEN",1,0,0,0,0,"75-100","M","S"
"755","LC","LC2","CtlRw","ROW2","A","EM","5/16/2016",2016,0,701,NA,1,0,"OVEN",0,1,1,1,1,"50-75","M","S"
"756","LC","LC2","CtlRw","ROW2","A","EM","5/16/2016",2016,0,701,NA,1,0,"BLJA",0,1,0,0,0,"25-50","U","C"
"757","LC","LC2","CtlRw","ROW2","A","EM","5/16/2016",2016,0,701,NA,1,0,"PIWO",0,1,1,0,0,">100","U","C"
"758","LC","LC2","CtlRw","ROW2","A","EM","5/16/2016",2016,0,701,NA,1,0,"KEWA",0,0,0,0,1,"75-100","M","S"
"759","LC","LC2","CtlRw","ROW2","A","EM","5/16/2016",2016,0,701,NA,1,0,"BCCH",0,0,0,0,1,">100","M","S"
"760","LC","LC2","CtlRw","ROW2","B","EM","5/16/2016",2016,0,644,NA,1,1,"EATO",1,1,0,0,0,">100","M","S"
"761","LC","LC2","CtlRw","ROW2","B","EM","5/16/2016",2016,0,644,NA,1,1,"YTVI",0,1,1,1,1,"50-75","M","S"
"762","LC","LC2","CtlRw","ROW2","B","EM","5/16/2016",2016,0,644,NA,1,1,"OVEN",0,1,1,1,1,"25-50","M","S"
"763","LC","LC2","CtlRw","ROW2","B","EM","5/16/2016",2016,0,644,NA,1,1,"OVEN",0,1,0,0,0,">100","M","S"
"764","LC","LC2","CtlRw","ROW2","B","EM","5/16/2016",2016,0,644,NA,1,1,"PIWO",0,0,1,0,0,">100","U","C"
"765","LC","LC2","CtlRw","ROW2","B","EM","5/16/2016",2016,0,644,NA,1,1,"BCCH",0,0,0,0,1,"75-100","U","C"
"766","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"OVEN",1,1,1,1,1,"75-100","M","S"
"767","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"EATO",1,1,1,0,1,"50-75","M","S"
"768","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"OVEN",1,0,0,0,1,"25-50","M","S"
"769","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"PIWO",1,0,1,1,0,">100","U","C"
"770","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"REVI",0,1,1,0,0,"75-100","M","S"
"771","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"REVI",0,1,1,1,1,"50-75","M","S"
"772","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"SCTA",0,0,1,0,0,">100","M","S"
"773","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"OVEN",0,0,0,1,0,"75-100","M","S"
"774","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"BAWW",0,0,0,1,1,"75-100","M","S"
"775","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"AMGO",0,0,0,1,0,"50-75","U","F"
"776","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"REVI",0,0,0,1,1,">100","M","S"
"777","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"OVEN",0,0,0,0,1,"50-75","M","S"
"778","BM","BM3","CL","REGEN1",NA,"JJ","5/2/2017",2017,0,743,1,2,2,"HOWA",0,0,0,0,1,"<100","M","S"
"779","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"BAWW",1,1,1,1,1,"25-50","M","S"
"780","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"REVI",1,1,0,1,1,"25-50","M","S"
"781","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"OVEN",1,1,1,1,1,"50-75","M","S"
"782","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"TUTI",1,0,1,1,0,"50-75","M","S"
"783","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"REVI",0,1,0,1,0,"75-100","M","S"
"784","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"BHVI",0,1,1,0,1,"50-75","M","S"
"785","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"OVEN",0,1,1,1,1,"25-50","M","S"
"786","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"HOWA",0,0,1,1,1,"50-75","M","S"
"787","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"OVEN",0,0,0,1,0,">100","M","S"
"788","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"HOWA",0,0,0,1,0,">100","M","S"
"789","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"BAWW",0,0,0,1,1,"50-75","M","S"
"790","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"YRWA",0,0,0,0,1,"25-50","M","S"
"791","BM","BM3","Control","REGEN1",NA,"JJ","5/2/2017",2017,0,803,0,1,2,"SCTA",0,0,0,1,0,"75-100","U","C"
"792","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"OVEN",1,1,1,1,0,"25-50","M","S"
"793","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"OVEN",1,1,0,1,1,"75-100","M","S"
"794","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"REVI",1,1,1,1,1,"0-25","M","S"
"795","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"BAWW",1,0,0,0,0,"50-75","M","S"
"796","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"REVI",1,1,1,1,1,"25-50","M","S"
"797","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"BAWW",0,1,1,1,0,"75-100","M","S"
"798","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"TUTI",0,1,0,0,0,">100","M","S"
"799","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"OVEN",0,0,1,1,0,">100","M","S"
"800","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"WITU",0,0,0,1,0,">100","M","S"
"801","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"BHVI",0,0,0,1,1,"75-100","M","S"
"802","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"MOWA",0,0,0,0,1,"75-100","M","S"
"803","BM","BM3","CW","REGEN1",NA,"JJ","5/2/2017",2017,0,832,1,0,4,"MOWA",0,0,0,0,1,"25-50","M","S"
"804","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"OVEN",1,1,0,1,1,"25-50","M","S"
"805","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"OVEN",1,0,1,1,1,">100","M","S"
"806","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"BAWW",1,1,1,1,0,"50-75","M","S"
"807","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"BAWW",1,1,1,0,1,"75-100","M","S"
"808","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"REVI",1,1,0,0,1,">100","M","S"
"809","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"BHVI",1,1,1,0,1,"50-75","M","S"
"810","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"EATO",0,1,1,1,0,">100","M","S"
"811","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"MOWA",0,1,0,1,0,"75-100","M","S"
"812","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"OVEN",0,0,1,0,0,">100","M","S"
"813","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"REVI",0,0,0,1,1,">100","M","S"
"814","BM","BM3","HS","REGEN1",NA,"ML","5/2/2017",2017,0,1025,1,0,2,"EATO",0,0,0,0,1,"50-75","M","S"
"815","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"REVI",1,1,1,1,1,"50-75","M","S"
"816","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"BAWW",1,1,0,0,0,"25-50","M","S"
"817","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"OVEN",1,0,1,0,0,"75-100","M","S"
"818","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"WBNU",1,1,1,1,1,"75-100","M","S"
"819","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"CERW",1,1,0,0,0,"50-75","M","S"
"820","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"SCTA",1,0,1,1,1,"75-100","M","S"
"821","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"AMRE",1,1,1,0,0,"50-75","M","S"
"822","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"WBNU",1,0,0,0,0,"75-100","M","S"
"823","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"YBCU",0,1,1,0,0,">100","M","S"
"824","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"TUTI",0,1,0,0,1,">100","M","S"
"825","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"BLBW",0,0,0,1,1,"50-75","M","S"
"826","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"INBU",0,0,0,1,1,"25-50","M","S"
"827","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"WITU",0,0,0,1,0,">100","U","C"
"828","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"GCFL",0,0,0,0,1,">100","M","S"
"829","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"REVI",0,0,0,0,1,">100","M","S"
"830","BM","BM6","Control","REGEN4",NA,"EM","5/3/2017",2017,0,659,1,0,0,"RBWO",0,0,0,0,1,">100","U","C"
"831","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"WBNU",1,1,1,1,0,"75-100","M","S"
"832","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"BHVI",1,1,1,1,1,"50-75","M","S"
"833","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"WOTH",1,0,0,0,0,"75-100","U","C"
"834","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"SCTA",1,0,0,0,0,"50-75","U","C"
"835","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"YBCU",1,1,1,0,1,">100","M","S"
"836","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"CACH",1,0,0,0,0,">100","U","C"
"837","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"REVI",0,1,0,1,1,">100","M","S"
"838","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"BAWW",0,1,0,0,1,"75-100","M","S"
"839","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"HOWA",0,0,1,0,0,"25-50","M","S"
"840","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"TUTI",0,0,1,1,1,"75-100","M","S"
"841","BM","BM6","HS","REGEN4",NA,"EM","5/3/2017",2017,0,749,1,0,0,"OVEN",0,0,0,1,1,"50-75","M","S"
"842","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"WOTH",1,1,0,0,0,"25-50","U","C"
"843","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"REVI",1,1,1,0,0,"75-100","M","S"
"844","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"CERW",1,0,0,0,0,"50-75","M","S"
"845","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"BHVI",1,1,1,0,1,"50-75","M","S"
"846","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"BAWW",1,1,0,0,0,">100","M","S"
"847","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"BAWW",0,1,0,0,0,"75-100","M","S"
"848","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"BAWW",0,1,1,1,0,"25-50","M","S"
"849","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"HOWA",0,0,1,0,0,"25-50","M","S"
"850","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"SCTA",0,0,1,1,0,"50-75","M","S"
"851","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"HOWA",0,0,1,1,1,"50-75","M","S"
"852","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"BHVI",0,0,0,1,0,"75-100","M","S"
"853","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"HOWA",0,0,0,1,0,"25-50","M","S"
"854","BM","BM6","CW","REGEN4",NA,"EM","5/3/2017",2017,0,853,1,0,1,"WEWA",0,0,0,0,1,"50-75","M","S"
"855","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"BAWW",1,1,1,1,1,"50-75","M","S"
"856","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"BHVI",1,0,0,0,0,"25-50","M","S"
"857","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"YBCU",1,1,0,0,0,">100","M","S"
"858","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"BHVI",1,1,0,0,0,"75-100","M","S"
"859","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"BHVI",0,1,1,1,0,"75-100","M","S"
"860","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"TUTI",0,1,1,1,0,"75-100","M","S"
"861","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"OVEN",0,0,1,1,0,"50-75","M","S"
"862","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"HOWA",0,0,0,1,1,"50-75","M","S"
"863","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"SCTA",0,0,0,1,0,"75-100","M","S"
"864","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"EATO",0,0,0,0,1,">100","M","S"
"865","BM","BM5","CL","REGEN3",NA,"EM","5/3/2017",2017,0,929,1,0,1,"BLJA",0,0,0,0,1,">100","U","C"
"866","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"BAWW",1,0,0,0,1,"25-50","M","S"
"867","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"RBWO",1,0,0,0,0,"75-100","U","C"
"868","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"HOWA",1,0,0,0,0,"25-50","M","S"
"869","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"BAWW",1,1,0,0,0,"50-75","M","S"
"870","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"CERW",1,1,1,1,1,"75-100","M","S"
"871","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"REVI",1,1,0,0,1,"25-50","M","S"
"872","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"REVI",1,0,0,1,1,"50-75","M","S"
"873","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"REVI",0,1,1,0,1,">100","M","S"
"874","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"WEWA",0,1,1,1,0,"50-75","M","S"
"875","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"DEJU",0,0,0,1,0,"75-100","M","S"
"876","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"CERW",0,0,0,1,1,"75-100","M","S"
"877","BM","BM5","Control","REGEN3",NA,"EM","5/3/2017",2017,0,959,0,0,1,"BLBW",0,0,0,1,1,"75-100","M","S"
"878","BM","BM4","Control","REGEN2",NA,"EM","5/8/2017",2017,0,906,1,0,1,"REVI",1,1,0,1,0,"25-50","M","S"
"879","BM","BM4","Control","REGEN2",NA,"EM","5/8/2017",2017,0,906,1,0,1,"BTNW",1,0,0,0,0,"75-100","M","S"
"880","BM","BM4","Control","REGEN2",NA,"EM","5/8/2017",2017,0,906,1,0,1,"BAWW",1,1,1,0,0,"50-75","M","S/V/F"
"881","BM","BM4","Control","REGEN2",NA,"EM","5/8/2017",2017,0,906,1,0,1,"BHVI",1,0,1,0,0,"0-25","U","C/V"
"882","BM","BM4","Control","REGEN2",NA,"EM","5/8/2017",2017,0,906,1,0,1,"BHVI",1,0,0,0,0,"0-25","U","V"
"883","BM","BM4","Control","REGEN2",NA,"EM","5/8/2017",2017,0,906,1,0,1,"OVEN",0,1,1,0,0,"50-75","M","S"
"884","BM","BM4","Control","REGEN2",NA,"EM","5/8/2017",2017,0,906,1,0,1,"BAWW",0,1,1,1,1,"75-100","M","S"
"885","BM","BM4","Control","REGEN2",NA,"EM","5/8/2017",2017,0,906,1,0,1,"HOWA",0,1,0,0,0,"75-100","M","S"
"886","BM","BM4","HS","REGEN2",NA,"BP","5/8/2017",2017,0,724,0,0,0,"TUTI",1,1,0,0,0,"75-100","M","S"
"887","BM","BM4","HS","REGEN2",NA,"BP","5/8/2017",2017,0,724,0,0,0,"SCTA",1,1,1,1,1,"50-75","M","S"
"888","BM","BM4","HS","REGEN2",NA,"BP","5/8/2017",2017,0,724,0,0,0,"OVEN",1,1,1,1,1,"50-75","M","S"
"889","BM","BM4","HS","REGEN2",NA,"BP","5/8/2017",2017,0,724,0,0,0,"BHVI",1,1,1,1,0,"50-75","M","S"
"890","BM","BM4","HS","REGEN2",NA,"BP","5/8/2017",2017,0,724,0,0,0,"WOTH",0,1,1,1,1,"75-100","M","S"
"891","BM","BM4","HS","REGEN2",NA,"BP","5/8/2017",2017,0,724,0,0,0,"SCTA",0,1,1,1,0,"50-75","U","C"
