Site1,Site2,Treatment,Block,PointID,Observer,Date,Year1,Year2,TimeofSurvey,Visit,Noise,Sky,Wind,Species,Time1,Time2,Time3,Time4,Time5,Distance,Sex,Detection
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,EATO,1,1,1,1,1,0-25,M,C/V
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,AMCR,1,1,1,1,1,>100,U,C
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,BAWW,1,1,1,1,1,50-75,M,S
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,CORA,1,0,0,0,0,>100,U,C
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,OVEN,1,0,0,1,1,25-50,M,S
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,BHVI,1,1,1,1,1,50-75,M,S
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,WOTH,0,1,1,0,0,>100,M,S
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,BHVI,0,1,1,1,1,75-100,M,S
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,OVEN,0,1,0,0,0,>100,M,S
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,WBNU,0,0,1,0,0,75-100,M,S
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,BHVI,0,0,1,1,1,25-50,M,S
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,TUTI,0,0,1,0,0,>100,M,S
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,WEVI,1,0,0,1,0,50-75,M,S
BM,BM3,CL,REGEN1,PC,ML,5/30/17,2017,0,806,1,1,0,0,HAWO,0,0,0,1,0,25-50,U,C
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,REVI,1,1,0,0,0,50-75,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,BAWW,1,1,1,1,1,50-75,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,EATO,1,1,1,1,0,75-100,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,HOWA,1,1,1,1,0,75-100,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,HOWA,1,1,0,0,0,50-75,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,OVEN,1,1,1,1,1,75-100,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,BLJA,1,0,1,0,0,>100,U,C
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,REVI,1,1,1,1,1,25-50,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,OVEN,0,1,1,0,0,>100,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,BAWW,0,0,1,1,0,>100,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,GCFL,0,0,1,1,0,75-100,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,TUTI,0,0,1,0,1,75-100,M,S
BM,BM6,CL,REGEN4,PC,EM,5/29/17,2017,0,915,1,1,1,2,RSHA,0,0,0,1,1,>100,U,C/F
BM,BM5,HS,REGEN3,PC,EM,5/29/17,2017,0,840,1,2,2,0,OVEN,1,1,0,1,1,25-50,M,S/V
BM,BM5,HS,REGEN3,PC,EM,5/29/17,2017,0,840,1,2,2,0,OVEN,1,1,0,0,0,50-75,M,S
BM,BM5,HS,REGEN3,PC,EM,5/29/17,2017,0,840,1,2,2,0,BHVI,1,0,1,1,1,75-100,M,S
BM,BM5,HS,REGEN3,PC,EM,5/29/17,2017,0,840,1,2,2,0,WOTH,0,1,0,0,0,50-75,U,C
BM,BM5,HS,REGEN3,PC,EM,5/29/17,2017,0,840,1,2,2,0,SCTA,0,0,1,1,0,>100,M,S
BM,BM5,HS,REGEN3,PC,EM,5/29/17,2017,0,840,1,2,2,0,HOWA,0,0,1,0,1,75-100,M,S
BM,BM5,HS,REGEN3,PC,EM,5/29/17,2017,0,840,1,2,2,0,OVEN,0,0,1,1,1,>100,M,S
BM,BM5,HS,REGEN3,PC,EM,5/29/17,2017,0,840,1,2,2,0,MODO,0,0,0,0,1,>100,U,C
BM,BM5,HS,REGEN3,PC,EM,5/29/17,2017,0,840,1,2,2,0,AMCR,0,0,0,0,1,>100,U,C
BM,BM5,HS,REGEN3,PC,EM,5/29/17,2017,0,840,1,2,2,0,YBCU,0,0,0,0,1,75-100,U,C
BM,BM5,CW,REGEN3,PC,EM,5/29/17,2017,0,804,1,1,1,0,REVI,1,1,0,1,0,75-100,M,S
BM,BM5,CW,REGEN3,PC,EM,5/29/17,2017,0,804,1,1,1,0,BAWW,1,1,0,0,1,25-50,M,S/V
BM,BM5,CW,REGEN3,PC,EM,5/29/17,2017,0,804,1,1,1,0,BAWW,1,0,0,0,0,75-100,M,S
BM,BM5,CW,REGEN3,PC,EM,5/29/17,2017,0,804,1,1,1,0,TUTI,1,0,1,0,1,>100,M,S
BM,BM5,CW,REGEN3,PC,EM,5/29/17,2017,0,804,1,1,1,0,BHVI,0,1,0,0,0,>100,M,S
BM,BM5,CW,REGEN3,PC,EM,5/29/17,2017,0,804,1,1,1,0,EATO,0,1,1,0,1,75-100,M,S
BM,BM5,CW,REGEN3,PC,EM,5/29/17,2017,0,804,1,1,1,0,AMCR,0,0,1,1,0,>100,U,C
BM,BM5,CW,REGEN3,PC,EM,5/29/17,2017,0,804,1,1,1,0,SCTA,0,0,1,1,0,75-100,M,S
BM,BM5,CW,REGEN3,PC,EM,5/29/17,2017,0,804,1,1,1,0,SCTA,0,0,0,1,0,>100,M,S
BM,BM5,CW,REGEN3,PC,EM,5/29/17,2017,0,804,1,1,1,0,WOTH,0,0,0,1,1,>100,M,S
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,CERW,1,1,1,1,1,75-100,M,S
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,EATO,1,1,1,0,0,25-50,M,S/C
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,AMRE,1,1,1,1,1,50-75,M,S
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,OVEN,1,1,0,0,0,>100,M,S
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,BHVI,1,1,1,1,1,>100,M,S
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,BAWW,1,1,0,1,1,75-100,M,S
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,EATO,0,1,0,0,0,75-100,U,C
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,WEWA,0,1,0,0,0,75-100,M,S
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,OVEN,0,1,1,1,1,>100,M,S
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,AMCR,0,0,1,1,1,>100,U,C
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,WBNU,0,0,0,1,0,>100,M,S
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,BHVI,0,0,0,1,1,75-100,M,S
BM,BM5,CtlRg,REGEN3,PC,EM,5/29/17,2017,0,733,1,1,2,0,TUTI,0,0,0,0,1,>100,M,S
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,REVI,1,1,1,1,1,75-100,M,S
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,BHVI,1,1,1,1,1,>100,M,S
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,PIWO,1,1,0,0,0,>100,U,C
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,OVEN,1,1,1,0,0,75-100,M,S
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,BAWW,1,1,1,0,1,25-50,M,S
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,YBCU,1,1,0,1,1,>100,U,C
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,HOWA,1,1,1,0,0,75-100,M,S
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,AMCR,0,1,1,1,0,>100,U,C
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,BAWW,1,1,1,1,1,75-100,M,S
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,OVEN,0,0,1,0,1,50-75,M,S
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,EAWP,0,0,0,1,0,>100,M,S
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,REVI,0,0,0,1,1,75-100,M,S
BM,BM6,CW,REGEN4,PC,EM,5/29/17,2017,0,709,1,1,2,0,TUTI,0,0,0,1,1,>100,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,BHVI,1,1,1,1,1,75-100,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,WBNU,1,0,0,1,0,50-75,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,OVEN,1,1,1,1,1,50-75,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,OVEN,1,1,0,0,0,75-100,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,SCTA,1,1,1,1,1,50-75,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,HOWA,1,0,1,0,1,75-100,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,HOWA,1,0,0,0,0,>100,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,BAWW,1,1,1,0,0,>100,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,SCTA,0,1,0,1,1,>100,M,S/C
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,AMCR,0,1,0,0,1,>100,U,C
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,EAWP,0,1,0,0,0,>100,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,BLJA,0,1,1,1,0,75-100,U,C
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,TUTI,0,1,0,0,0,>100,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,WEWA,0,0,1,1,1,>100,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,EATO,0,0,0,1,1,75-100,M,S
BM,BM6,HS,REGEN4,PC,EM,5/29/17,2017,0,648,1,1,2,0,YBCU,0,0,0,0,1,75-100,U,C
BM,BM5,CL,REGEN3,PC,EM,5/29/17,2017,0,618,1,0,1,0,REVI,1,1,1,1,1,50-75,M,S
BM,BM5,CL,REGEN3,PC,EM,5/29/17,2017,0,618,1,0,1,0,BAWW,1,1,1,1,1,25-50,M,S
BM,BM5,CL,REGEN3,PC,EM,5/29/17,2017,0,618,1,0,1,0,BAWW,1,1,0,0,1,25-50,M,S
BM,BM5,CL,REGEN3,PC,EM,5/29/17,2017,0,618,1,0,1,0,REVI,1,1,1,1,1,75-100,M,S
BM,BM5,CL,REGEN3,PC,EM,5/29/17,2017,0,618,1,0,1,0,REVI,1,1,0,0,0,75-100,M,S
BM,BM5,CL,REGEN3,PC,EM,5/29/17,2017,0,618,1,0,1,0,OVEN,1,0,0,1,1,75-100,M,S
BM,BM5,CL,REGEN3,PC,EM,5/29/17,2017,0,618,1,0,1,0,SCTA,0,1,1,0,0,>100,M,S
BM,BM5,CL,REGEN3,PC,EM,5/29/17,2017,0,618,1,0,1,0,TUTI,0,0,1,0,0,>100,M,S
BM,BM5,CL,REGEN3,PC,EM,5/29/17,2017,0,618,1,0,1,0,EATO,0,0,0,1,0,50-75,U,C
BM,BM5,CL,REGEN3,PC,EM,5/29/17,2017,0,618,1,0,1,0,AMCR,0,0,0,0,1,>100,U,C
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,EATO,1,0,0,0,0,>100,M,S
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,AMRO,1,0,0,0,0,>100,U,C
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,YBCU,1,0,0,0,0,>100,U,C
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,TUTI,1,0,1,0,0,75-100,M,S
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,EAWP,1,1,1,1,1,75-100,M,S
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,BAWW,1,1,0,1,0,75-100,M,S
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,WEWA,1,1,1,1,1,50-75,M,S
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,AMRO,0,1,1,0,0,50-75,M,S
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,RBWO,0,1,0,1,0,75-100,U,C
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,NOCA,0,1,0,0,0,>100,U,S
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,INBU,0,0,1,1,1,75-100,M,S
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,REVI,0,0,1,1,1,50-75,M,S
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,BLJA,0,0,0,1,0,>100,U,C
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,CARW,0,0,0,1,1,25-50,M,S
BL,BL,CtlRw,ROW1,A,EM,5/18/17,2017,1,823,1,2,1,0,BGGN,0,0,0,0,1,75-100,U,C
BL,BL,10020,ROW1,B,EM,5/18/17,2017,1,803,1,2,1,1,OVEN,1,1,1,1,1,25-50,M,S
BL,BL,10020,ROW1,B,EM,5/18/17,2017,1,803,1,2,1,1,OVEN,1,1,0,1,1,75-100,M,S
BL,BL,10020,ROW1,B,EM,5/18/17,2017,1,803,1,2,1,1,TUTI,1,1,0,0,0,75-100,M,S
BL,BL,10020,ROW1,B,EM,5/18/17,2017,1,803,1,2,1,1,REVI,1,1,1,1,1,50-75,M,S
BL,BL,10020,ROW1,B,EM,5/18/17,2017,1,803,1,2,1,1,AMCR,1,1,1,0,0,>100,U,C
BL,BL,10020,ROW1,B,EM,5/18/17,2017,1,803,1,2,1,1,TUTI,0,1,0,0,1,>100,M,S
BL,BL,10020,ROW1,B,EM,5/18/17,2017,1,803,1,2,1,1,SCTA,0,0,1,1,1,>100,M,S
BL,BL,10020,ROW1,B,EM,5/18/17,2017,1,803,1,2,1,1,REVI,0,0,1,1,0,75-100,M,S
BL,BL,10020,ROW1,B,EM,5/18/17,2017,1,803,1,2,1,1,WEWA,0,0,0,1,0,50-75,M,S
BL,BL,10020,ROW1,B,EM,5/18/17,2017,1,803,1,2,1,1,EATO,0,0,0,0,1,>100,U,C
BL,BL,10020,ROW1,A,EM,5/18/17,2017,1,742,1,2,0,1,REVI,1,1,1,1,1,25-50,M,S
BL,BL,10020,ROW1,A,EM,5/18/17,2017,1,742,1,2,0,1,BLJA,1,0,1,1,1,25-50,U,C
BL,BL,10020,ROW1,A,EM,5/18/17,2017,1,742,1,2,0,1,OVEN,1,1,0,0,1,75-100,M,S
BL,BL,10020,ROW1,A,EM,5/18/17,2017,1,742,1,2,0,1,OVEN,1,0,1,1,0,50-75,M,S
BL,BL,10020,ROW1,A,EM,5/18/17,2017,1,742,1,2,0,1,EAWP,1,1,1,1,1,75-100,M,S
BL,BL,10020,ROW1,A,EM,5/18/17,2017,1,742,1,2,0,1,REVI,1,1,0,0,0,75-100,M,S
BL,BL,10020,ROW1,A,EM,5/18/17,2017,1,742,1,2,0,1,CARW,0,0,1,1,1,>100,M,S
BL,BL,10020,ROW1,A,EM,5/18/17,2017,1,742,1,2,0,1,RBWO,0,0,0,1,0,>100,U,C
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,AMRE,1,1,1,1,1,25-50,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,INBU,1,1,1,0,0,25-50,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,WEVI,1,1,0,0,0,50-75,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,WEVI,1,0,0,0,0,75-100,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,WEVI,1,1,0,0,0,50-75,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,BGGN,1,1,1,1,0,>100,U,C
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,AMCR,1,1,0,0,1,>100,U,C
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,BHVI,0,1,1,1,0,50-75,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,SCTA,0,1,0,0,0,>100,U,C
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,INBU,0,1,0,0,0,>100,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,TUTI,0,0,1,1,0,>100,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,BWWA,0,0,1,1,0,>100,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,BHVI,0,0,1,0,1,75-100,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,NOCA,0,0,1,0,1,>100,U,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,WBNU,0,0,0,1,1,75-100,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,RBWO,0,0,0,1,1,>100,U,C
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,EATO,0,0,0,1,1,75-100,U,C
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,BAWW,0,0,0,0,1,75-100,M,S
BL,BL,5020,ROW1,B,EM,5/18/17,2017,1,712,1,2,1,0,CACH,0,0,0,0,1,>100,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,AMRE,1,1,1,1,1,50-75,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,KEWA,1,0,0,0,0,75-100,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,AMRE,1,1,1,1,1,25-50,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,HOWA,1,1,1,1,1,50-75,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,RBWO,1,0,1,1,0,>100,U,C
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,SCTA,1,0,1,0,0,75-100,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,BHVI,1,0,1,1,1,50-75,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,BLJA,1,0,0,1,0,75-100,U,C
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,TUTI,0,1,0,0,1,0-25,M,S/V
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,AMCR,0,1,1,1,1,>100,U,C
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,BRTH,0,1,1,0,0,75-100,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,BWWA,0,1,0,0,0,50-75,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,INBU,0,1,0,0,0,75-100,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,BGGN,0,1,1,0,0,75-100,U,C
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,EATO,0,0,1,0,0,>100,U,C
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,WEVI,0,0,0,1,0,75-100,M,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,NOCA,0,0,0,0,1,>100,U,S
BL,BL,5020,ROW1,A,EM,5/18/17,2017,1,654,1,1,1,0,NOPA,0,0,0,0,1,>100,M,S
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,YTWA,1,0,0,0,0,75-100,M,S
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,SCTA,1,1,1,1,1,>100,M,S
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,AMCR,1,0,0,1,0,>100,U,C
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,OVEN,1,0,1,1,1,50-75,M,S
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,EAWP,1,1,1,1,0,>100,M,S
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,AMRO,0,1,0,0,0,0-25,U,C/V
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,BHVI,0,1,1,0,0,0-25,M,S
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,BHVI,0,1,1,1,0,>100,M,S
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,EATO,0,1,0,0,0,>100,U,C
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,OVEN,0,0,1,1,0,>100,M,S
BM,BM7,HS,REGEN5,PC,EM,5/30/17,2017,0,733,1,1,1,1,AMRO,0,0,1,1,1,50-75,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,OVEN,1,1,1,1,1,>100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,OVEN,1,1,1,0,0,>100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,EATO,1,0,0,0,1,75-100,U,C
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,BTNW,1,0,0,1,1,75-100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,BTNW,1,0,0,1,0,50-75,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,WOTH,1,1,1,1,1,75-100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,CORA,1,1,1,1,1,>100,U,C
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,WOTH,1,1,1,1,0,50-75,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,BAWW,1,1,1,1,1,50-75,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,BHVI,1,1,0,1,1,50-75,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,BAWW,1,0,1,0,1,75-100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,PIWO,0,1,0,0,0,75-100,U,C
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,OVEN,0,1,1,0,0,50-75,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,CSWA,0,1,0,0,0,75-100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,NOCA,0,1,0,0,1,50-75,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,NOCA,0,1,1,0,0,75-100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,PIWO,0,0,1,0,0,>100,U,C
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,OVEN,0,0,1,0,0,75-100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,AMCR,0,0,1,0,0,>100,U,C
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,BHVI,0,0,0,1,1,75-100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,INBU,0,0,0,1,1,75-100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,BAWW,0,0,0,1,0,>100,M,S
BM,BM1,10020,ROW1,A,ML,6/1/17,2017,0,653,1,0,1,1,EAWP,0,0,0,1,0,>100,M,S
BL,BL,10020,ROW1,A,EM,5/18/17,2017,1,742,1,2,0,1,TUTI,1,1,1,1,1,>100,M,S
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,AMCR,1,1,1,1,1,>100,U,C
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,AMCR,1,1,1,1,1,75-100,U,C
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,SCTA,1,1,0,0,0,25-50,U,C
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,BAWW,1,1,0,1,1,50-75,M,S
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,WBNU,1,0,0,0,0,75-100,M,S
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,CERW,1,1,1,0,0,75-100,M,S
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,YBCU,1,0,0,0,0,50-75,U,C
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,REVI,1,1,1,1,0,50-75,M,S
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,YBCH,1,0,0,1,0,50-75,M,S
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,HOWA,1,0,0,0,0,50-75,M,S
BM,BM2,5060,ROW2,B,JJ,5/30/17,2017,0,625,1,1,2,1,CHSP,1,0,1,1,0,75-100,M,S
